01	001	Montgomery, AL
01	003	Daphne-Fairhope-Foley, AL
01	005	Southeast Alabama nonmetropolitan area
01	007	Birmingham-Hoover, AL
01	009	Birmingham-Hoover, AL
01	011	Southeast Alabama nonmetropolitan area
01	013	Southeast Alabama nonmetropolitan area
01	015	Anniston-Oxford-Jacksonville, AL
01	017	Northeast Alabama nonmetropolitan area
01	019	Northeast Alabama nonmetropolitan area
01	021	Birmingham-Hoover, AL
01	023	Southwest Alabama nonmetropolitan area
01	025	Southwest Alabama nonmetropolitan area
01	027	Northeast Alabama nonmetropolitan area
01	029	Northeast Alabama nonmetropolitan area
01	031	Southeast Alabama nonmetropolitan area
01	033	Florence-Muscle Shoals, AL
01	035	Southwest Alabama nonmetropolitan area
01	037	Northeast Alabama nonmetropolitan area
01	039	Southeast Alabama nonmetropolitan area
01	041	Southeast Alabama nonmetropolitan area
01	043	Northwest Alabama nonmetropolitan area
01	045	Southeast Alabama nonmetropolitan area
01	047	Southwest Alabama nonmetropolitan area
01	049	Northeast Alabama nonmetropolitan area
01	051	Montgomery, AL
01	053	Southwest Alabama nonmetropolitan area
01	055	Gadsden, AL
01	057	Northwest Alabama nonmetropolitan area
01	059	Northwest Alabama nonmetropolitan area
01	061	Dothan, AL
01	063	Southwest Alabama nonmetropolitan area
01	065	Tuscaloosa, AL
01	067	Dothan, AL
01	069	Dothan, AL
01	071	Northeast Alabama nonmetropolitan area
01	073	Birmingham-Hoover, AL
01	075	Northwest Alabama nonmetropolitan area
01	077	Florence-Muscle Shoals, AL
01	079	Decatur, AL
01	081	Auburn-Opelika, AL
01	083	Huntsville, AL
01	085	Montgomery, AL
01	087	Southeast Alabama nonmetropolitan area
01	089	Huntsville, AL
01	091	Southwest Alabama nonmetropolitan area
01	093	Northwest Alabama nonmetropolitan area
01	095	Northeast Alabama nonmetropolitan area
01	097	Mobile, AL
01	099	Southwest Alabama nonmetropolitan area
01	101	Montgomery, AL
01	103	Decatur, AL
01	105	Southwest Alabama nonmetropolitan area
01	107	Tuscaloosa, AL
01	109	Southeast Alabama nonmetropolitan area
01	111	Northeast Alabama nonmetropolitan area
01	113	Columbus, GA-AL
01	115	Birmingham-Hoover, AL
01	117	Birmingham-Hoover, AL
01	119	Southwest Alabama nonmetropolitan area
01	121	Northeast Alabama nonmetropolitan area
01	123	Northeast Alabama nonmetropolitan area
01	125	Tuscaloosa, AL
01	127	Birmingham-Hoover, AL
01	129	Southwest Alabama nonmetropolitan area
01	131	Southwest Alabama nonmetropolitan area
01	133	Northwest Alabama nonmetropolitan area
02	013	Alaska nonmetropolitan area
02	016	Alaska nonmetropolitan area
02	020	Anchorage, AK
02	050	Alaska nonmetropolitan area
02	060	Alaska nonmetropolitan area
02	063	Alaska nonmetropolitan area
02	066	Alaska nonmetropolitan area
02	068	Alaska nonmetropolitan area
02	070	Alaska nonmetropolitan area
02	090	Fairbanks, AK
02	100	Alaska nonmetropolitan area
02	105	Alaska nonmetropolitan area
02	110	Alaska nonmetropolitan area
02	122	Alaska nonmetropolitan area
02	130	Alaska nonmetropolitan area
02	150	Alaska nonmetropolitan area
02	158	Alaska nonmetropolitan area
02	164	Alaska nonmetropolitan area
02	170	Anchorage, AK
02	180	Alaska nonmetropolitan area
02	185	Alaska nonmetropolitan area
02	188	Alaska nonmetropolitan area
02	195	Alaska nonmetropolitan area
02	198	Alaska nonmetropolitan area
02	220	Alaska nonmetropolitan area
02	230	Alaska nonmetropolitan area
02	240	Alaska nonmetropolitan area
02	275	Alaska nonmetropolitan area
02	282	Alaska nonmetropolitan area
02	290	Alaska nonmetropolitan area
04	001	Arizona nonmetropolitan area
04	003	Sierra Vista-Douglas, AZ
04	005	Flagstaff, AZ
04	007	Arizona nonmetropolitan area
04	009	Arizona nonmetropolitan area
04	011	Arizona nonmetropolitan area
04	012	Arizona nonmetropolitan area
04	013	Phoenix-Mesa-Scottsdale, AZ
04	015	Lake Havasu City-Kingman, AZ
04	017	Arizona nonmetropolitan area
04	019	Tucson, AZ
04	021	Phoenix-Mesa-Scottsdale, AZ
04	023	Arizona nonmetropolitan area
04	025	Prescott, AZ
04	027	Yuma, AZ
05	001	South Arkansas nonmetropolitan area
