01	007	Birmingham-Hoover, AL
01	009	Birmingham-Hoover, AL
01	021	Birmingham-Hoover, AL
01	023	Southwest Alabama nonmetropolitan area
01	025	Southwest Alabama nonmetropolitan area
01	035	Southwest Alabama nonmetropolitan area
01	043	Northwest Alabama nonmetropolitan area
01	047	Southwest Alabama nonmetropolitan area
01	053	Southwest Alabama nonmetropolitan area
01	057	Northwest Alabama nonmetropolitan area
01	059	Northwest Alabama nonmetropolitan area
01	063	Southwest Alabama nonmetropolitan area
01	065	Tuscaloosa, AL
01	073	Birmingham-Hoover, AL
01	075	Northwest Alabama nonmetropolitan area
01	079	Decatur, AL
01	091	Southwest Alabama nonmetropolitan area
01	093	Northwest Alabama nonmetropolitan area
01	097	Mobile, AL
01	099	Southwest Alabama nonmetropolitan area
01	103	Decatur, AL
01	105	Southwest Alabama nonmetropolitan area
01	107	Tuscaloosa, AL
01	115	Birmingham-Hoover, AL
01	117	Birmingham-Hoover, AL
01	119	Southwest Alabama nonmetropolitan area
01	125	Tuscaloosa, AL
01	127	Birmingham-Hoover, AL
01	129	Southwest Alabama nonmetropolitan area
01	131	Southwest Alabama nonmetropolitan area
01	133	Northwest Alabama nonmetropolitan area
02	013	Alaska nonmetropolitan area
02	016	Alaska nonmetropolitan area
02	020	Anchorage, AK
02	050	Alaska nonmetropolitan area
02	060	Alaska nonmetropolitan area
02	063	Alaska nonmetropolitan area
02	066	Alaska nonmetropolitan area
02	068	Alaska nonmetropolitan area
02	070	Alaska nonmetropolitan area
02	090	Fairbanks, AK
02	100	Alaska nonmetropolitan area
02	105	Alaska nonmetropolitan area
02	110	Alaska nonmetropolitan area
02	122	Alaska nonmetropolitan area
02	130	Alaska nonmetropolitan area
02	150	Alaska nonmetropolitan area
02	158	Alaska nonmetropolitan area
02	164	Alaska nonmetropolitan area
02	170	Anchorage, AK
02	180	Alaska nonmetropolitan area
02	185	Alaska nonmetropolitan area
02	188	Alaska nonmetropolitan area
02	195	Alaska nonmetropolitan area
02	198	Alaska nonmetropolitan area
02	220	Alaska nonmetropolitan area
02	230	Alaska nonmetropolitan area
02	240	Alaska nonmetropolitan area
02	275	Alaska nonmetropolitan area
02	282	Alaska nonmetropolitan area
02	290	Alaska nonmetropolitan area
04	001	Arizona nonmetropolitan area
04	007	Arizona nonmetropolitan area
04	009	Arizona nonmetropolitan area
04	011	Arizona nonmetropolitan area
04	012	Arizona nonmetropolitan area
04	015	Lake Havasu City-Kingman, AZ
04	017	Arizona nonmetropolitan area
04	023	Arizona nonmetropolitan area
05	001	South Arkansas nonmetropolitan area
05	003	South Arkansas nonmetropolitan area
05	005	North Arkansas nonmetropolitan area
05	009	North Arkansas nonmetropolitan area
05	011	South Arkansas nonmetropolitan area
05	013	South Arkansas nonmetropolitan area
05	015	North Arkansas nonmetropolitan area
05	017	South Arkansas nonmetropolitan area
05	019	West Arkansas nonmetropolitan area
05	021	East Arkansas nonmetropolitan area
05	023	North Arkansas nonmetropolitan area
05	027	South Arkansas nonmetropolitan area
05	029	West Arkansas nonmetropolitan area
05	033	Fort Smith, AR-OK
05	037	East Arkansas nonmetropolitan area
05	039	South Arkansas nonmetropolitan area
05	041	South Arkansas nonmetropolitan area
05	043	South Arkansas nonmetropolitan area
05	045	Little Rock-North Little Rock-Conway, AR
05	047	West Arkansas nonmetropolitan area
05	049	North Arkansas nonmetropolitan area
05	053	Little Rock-North Little Rock-Conway, AR
05	055	East Arkansas nonmetropolitan area
05	057	South Arkansas nonmetropolitan area
05	059	West Arkansas nonmetropolitan area
05	061	South Arkansas nonmetropolitan area
05	063	North Arkansas nonmetropolitan area
05	065	North Arkansas nonmetropolitan area
05	067	North Arkansas nonmetropolitan area
05	071	West Arkansas nonmetropolitan area
05	073	South Arkansas nonmetropolitan area
05	075	East Arkansas nonmetropolitan area
05	077	East Arkansas nonmetropolitan area
05	083	West Arkansas nonmetropolitan area
05	085	Little Rock-North Little Rock-Conway, AR
05	089	North Arkansas nonmetropolitan area
05	093	East Arkansas nonmetropolitan area
05	095	East Arkansas nonmetropolitan area
05	097	West Arkansas nonmetropolitan area
05	099	South Arkansas nonmetropolitan area
05	101	North Arkansas nonmetropolitan area
05	103	South Arkansas nonmetropolitan area
05	105	Little Rock-North Little Rock-Conway, AR
05	107	East Arkansas nonmetropolitan area
05	109	West Arkansas nonmetropolitan area
05	113	West Arkansas nonmetropolitan area
05	115	West Arkansas nonmetropolitan area
05	117	East Arkansas nonmetropolitan area
05	119	Little Rock-North Little Rock-Conway, AR
05	121	East Arkansas nonmetropolitan area
05	123	East Arkansas nonmetropolitan area
05	125	Little Rock-North Little Rock-Conway, AR
05	127	West Arkansas nonmetropolitan area
05	129	North Arkansas nonmetropolitan area
05	131	Fort Smith, AR-OK
05	133	South Arkansas nonmetropolitan area
05	135	North Arkansas nonmetropolitan area
05	137	North Arkansas nonmetropolitan area
05	139	South Arkansas nonmetropolitan area
05	141	North Arkansas nonmetropolitan area
05	145	North Arkansas nonmetropolitan area
05	147	North Arkansas nonmetropolitan area
05	149	West Arkansas nonmetropolitan area
06	001	San Francisco-Oakland-Hayward, CA
06	013	San Francisco-Oakland-Hayward, CA
06	029	Bakersfield, CA
06	037	Los Angeles-Long Beach-Anaheim, CA
06	041	San Francisco-Oakland-Hayward, CA
06	059	Los Angeles-Long Beach-Anaheim, CA
06	075	San Francisco-Oakland-Hayward, CA
06	079	San Luis Obispo-Paso Robles-Arroyo Grande, CA
06	081	San Francisco-Oakland-Hayward, CA
06	083	Santa Maria-Santa Barbara, CA
06	095	Vallejo-Fairfield, CA
06	101	Yuba City, CA
06	111	Oxnard-Thousand Oaks-Ventura, CA
06	115	Yuba City, CA
08	001	Denver-Aurora-Lakewood, CO
08	003	Eastern and Southern Colorado nonmetropolitan area
08	005	Denver-Aurora-Lakewood, CO
08	007	Southwest Colorado nonmetropolitan area
08	009	Eastern and Southern Colorado nonmetropolitan area
08	011	Eastern and Southern Colorado nonmetropolitan area
